name,sku,base_price,sale_price,description,specifications,images,colors
Sony Xperia 1 VII 12GB 256GB,dien-thoai-sony-xperia-1-vii,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-sony-xperia-1-vii-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-sony-xperia-1-vii-12gb.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-1-vii.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-1-vii_1_.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/o/sony_xperia_1_vii_12gb_256gb.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/o/sony_xperia_1_vii_12gb_256gb-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/o/sony_xperia_1_vii_12gb_256gb-1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/o/sony_xperia_1_vii_12gb_256gb-3.jpg""]","{""product_color_1"": {""color"": ""Đen"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-1-vii-2.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-1-vii-2.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-1-vii.html?product_id=112247"", ""price"": ""24.500.000₫""}, ""product_color_2"": {""color"": ""Tím"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-1-vii-1.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-1-vii-1.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-1-vii.html?product_id=112248"", ""price"": ""24.500.000₫""}, ""product_color_3"": {""color"": ""Xanh Rêu"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-1-vii.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-1-vii.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-1-vii.html?product_id=112249"", ""price"": ""24.500.000₫""}}"
Sony Xperia 1VI 12GB 256GB,dien-thoai-sony-xperia-1-vi,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/_/i/_i_n_tho_i_sony_xperia_1vi_12gb_256gb_-_5.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/i/m/image_1184_2.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/0/10_1_.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/f/r/frame_172_2_.png"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/f/r/frame_172_3__1.png""]","{""product_color_1"": {""color"": ""Bạc"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/f/r/frame_194.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/f/r/frame_194.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-1-vi.html?product_id=93279"", ""price"": ""22.990.000₫""}, ""product_color_2"": {""color"": ""Đen"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/1/0/10_1__1.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/1/0/10_1__1.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-1-vi.html?product_id=86596"", ""price"": ""22.990.000₫""}, ""product_color_3"": {""color"": ""Xanh lá"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/m/image_1184_3.png"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/i/m/image_1184_3.png"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-1-vi.html?product_id=86598"", ""price"": ""22.990.000₫""}}"
Xperia 10 V,sony-xperia-10v-72444,,,,,[],{}
Sony Xperia 10 VII 8GB 128GB,dien-thoai-sony-xperia-10-vii,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-sony-xperia-10-vii-3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/l/slider-sony-xperia-10-vii-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii-7.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii-1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii-2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii-3.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii-4.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii-5.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/d/i/dien-thoai-sony-xperia-10-vii-6.jpg""]","{""product_color_1"": {""color"": ""Đen"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-10-vii-1.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-10-vii-1.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-10-vii.html?product_id=118048"", ""price"": ""10.500.000₫""}, ""product_color_2"": {""color"": ""Xanh lá"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-10-vii.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-10-vii.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-10-vii.html?product_id=118050"", ""price"": ""10.500.000₫""}, ""product_color_3"": {""color"": ""Trắng"", ""image_url"": ""https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-10-vii-2.jpg"", ""image_url_display"": ""https://cellphones.com.vn/media/catalog/product/s/o/sony-xperia-10-vii-2.jpg"", ""product_url"": ""https://cellphones.com.vn/dien-thoai-sony-xperia-10-vii.html?product_id=118049"", ""price"": ""10.500.000₫""}}"
Xperia 5 V,sony-xperia-5v,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/s/o/sony-xperia-5v_2_.png""]",{}
Sony Xperia 5 IV,sony-xperia-5-iv,,,,,"[""https://cdn2.cellphones.com.vn/x/media/catalog/product/3/_/3_218.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/6/_/6_124.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/7/_/7_84.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/5/_/5_152.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/9/_/9_43.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/0/10_30.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/1/11_31_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/2/12_23_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/4/14_14_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/8/_/8_61.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/5/15_13_1.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/6/16_8_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/7/17_7_2.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/3/13_17.jpg"", ""https://cdn2.cellphones.com.vn/x/media/catalog/product/1/8/18_6_2.jpg""]",{}
Sony Xperia X Compact,sony-xperia-x-compact,,,,,[],{}
